year,round,team,points,w,d,l,gf,ga,gd,position
2010,20,Botafogo-RJ,34,9,7,4,31,20,11,3
2010,20,Cruzeiro,34,9,7,4,23,17,6,4
2010,20,Internacional,32,9,5,6,24,20,4,5
2010,20,Santos,31,9,4,7,30,25,5,6
2010,20,Athletico-PR,28,8,4,8,24,29,-5,7
2010,20,Sao Paulo,28,7,7,6,27,25,2,8
2010,20,Vasco,28,6,10,4,20,19,1,9
2010,20,Guarani,26,6,8,6,23,27,-4,10
2010,20,Ceara,25,6,7,7,16,18,-2,11
2010,20,Palmeiras,25,5,10,5,22,23,-1,12
2010,20,Avai,24,6,6,8,29,30,-1,13
2010,20,Gremio,23,5,8,7,25,26,-1,14
2010,20,Vitoria,23,5,8,7,23,27,-4,15
2010,20,Flamengo,22,5,7,8,14,17,-3,16
2010,20,Gremio Prudente,20,4,8,8,20,26,-6,17
2010,20,Atletico-MG,18,5,3,12,24,35,-11,18
2010,20,Atletico-GO,17,4,5,11,22,28,-6,19
2010,20,Goias,16,4,4,12,19,38,-19,20
2010,21,Fluminense,41,12,5,4,36,19,17,1
2010,21,Corinthians,41,12,5,4,37,22,15,2
2010,21,Botafogo-RJ,37,10,7,4,33,20,13,3
2010,21,Cruzeiro,37,10,7,4,25,18,7,4
2010,21,Internacional,35,10,5,6,27,21,6,5
2010,21,Santos,34,10,4,7,34,27,7,6
2010,21,Guarani,29,7,8,6,24,27,-3,7
2010,21,Vasco,29,6,11,4,21,20,1,8
2010,21,Athletico-PR,28,8,4,9,24,30,-6,9
2010,21,Sao Paulo,28,7,7,7,27,27,0,10
2010,21,Ceara,28,7,7,7,18,19,-1,11
2010,21,Gremio,26,6,8,7,26,26,0,12
2010,21,Palmeiras,26,5,11,5,22,23,-1,13
2010,21,Avai,24,6,6,9,30,32,-2,14
2010,21,Vitoria,24,5,9,7,25,29,-4,15
2010,21,Flamengo,23,5,8,8,16,19,-3,16
2010,21,Atletico-MG,21,6,3,12,25,35,-10,17
2010,21,Atletico-GO,20,5,5,11,24,29,-5,18
2010,21,Gremio Prudente,20,4,8,9,20,27,-7,19
2010,21,Goias,17,4,5,12,19,38,-19,20
2010,22,Corinthians,44,13,5,4,40,22,18,1
2010,22,Fluminense,41,12,5,5,37,21,16,2
2010,22,Cruzeiro,40,11,7,4,29,20,9,3
2010,22,Internacional,38,11,5,6,28,21,7,4
2010,22,Botafogo-RJ,37,10,7,5,34,24,10,5
2010,22,Santos,35,10,5,7,34,27,7,6
2010,22,Athletico-PR,31,9,4,9,26,31,-5,7
2010,22,Ceara,29,7,8,7,18,19,-1,8
2010,22,Guarani,29,7,8,7,26,31,-5,9
2010,22,Palmeiras,29,6,11,5,24,24,0,10
2010,22,Vasco,29,6,11,5,21,21,0,11
2010,22,Sao Paulo,28,7,7,8,28,30,-2,12
2010,22,Gremio,26,6,8,8,27,28,-1,13
2010,22,Flamengo,26,6,8,8,18,20,-2,14
2010,22,Avai,25,6,7,9,31,33,-2,15
2010,22,Vitoria,25,5,10,7,25,29,-4,16
2010,22,Atletico-MG,21,6,3,13,26,37,-11,17
2010,22,Atletico-GO,20,5,5,12,26,33,-7,18
2010,22,Goias,20,5,5,12,23,39,-16,19
2010,22,Gremio Prudente,20,4,8,10,21,29,-8,20
2010,23,Corinthians,47,14,5,4,43,24,19,1
2010,23,Fluminense,42,12,6,5,40,24,16,2
2010,23,Cruzeiro,41,11,8,4,31,22,9,3
2010,23,Internacional,38,11,5,7,28,22,6,4
2010,23,Botafogo-RJ,38,10,8,5,36,26,10,5
2010,23,Santos,35,10,5,8,36,30,6,6
2010,23,Athletico-PR,34,10,4,9,28,32,-4,7
2010,23,Sao Paulo,31,8,7,8,30,30,0,8
2010,23,Ceara,30,7,9,7,19,20,-1,9
2010,23,Guarani,30,7,9,7,26,31,-5,10
2010,23,Vasco,30,6,12,5,23,23,0,11
2010,23,Gremio,29,7,8,8,30,28,2,12
2010,23,Palmeiras,29,6,11,6,24,26,-2,13
2010,23,Vitoria,28,6,10,7,28,31,-3,14
2010,23,Flamengo,27,6,9,8,21,23,-2,15
2010,23,Avai,25,6,7,10,31,36,-5,16
2010,23,Atletico-MG,21,6,3,14,28,40,-12,17
2010,23,Goias,21,5,6,12,24,40,-16,18
2010,23,Atletico-GO,20,5,5,13,27,35,-8,19
2010,23,Gremio Prudente,20,4,8,11,21,32,-11,20
2010,24,Corinthians,47,14,5,5,45,27,18,1
2010,24,Fluminense,45,13,6,5,45,25,20,2
2010,24,Cruzeiro,44,12,8,4,33,22,11,3
2010,24,Internacional,41,12,5,7,31,24,7,4
2010,24,Botafogo-RJ,39,10,9,5,38,28,10,5
2010,24,Santos,38,11,5,8,40,31,9,6
2010,24,Athletico-PR,37,11,4,9,29,32,-3,7
2010,24,Sao Paulo,34,9,7,8,32,31,1,8
2010,24,Palmeiras,32,7,11,6,25,26,-1,9
2010,24,Vitoria,31,7,10,7,31,31,0,10
2010,24,Gremio,30,7,9,8,32,30,2,11
2010,24,Ceara,30,7,9,8,19,22,-3,12
2010,24,Guarani,30,7,9,8,27,33,-6,13
2010,24,Vasco,30,6,12,6,23,24,-1,14
2010,24,Flamengo,28,6,10,8,23,25,-2,15
2010,24,Avai,25,6,7,11,31,39,-8,16
2010,24,Atletico-GO,23,6,5,13,30,36,-6,17
2010,24,Atletico-MG,21,6,3,15,29,45,-16,18
2010,24,Goias,21,5,6,13,25,43,-18,19
2010,24,Gremio Prudente,20,4,8,12,21,33,-12,20
2010,25,Fluminense,48,14,6,5,47,26,21,1
2010,25,Corinthians,48,14,6,5,46,28,18,2
2010,25,Cruzeiro,44,12,8,5,34,26,8,3
2010,25,Internacional,41,12,5,8,31,26,5,4
2010,25,Botafogo-RJ,40,10,10,5,39,29,10,5
2010,25,Santos,38,11,5,9,41,34,7,6
2010,25,Athletico-PR,38,11,5,9,30,33,-3,7
2010,25,Palmeiras,35,8,11,6,28,27,1,8
2010,25,Sao Paulo,34,9,7,9,32,34,-2,9
2010,25,Gremio,33,8,9,8,34,31,3,10
2010,25,Guarani,33,8,9,8,28,33,-5,11
2010,25,Vasco,33,7,12,6,26,25,1,12
2010,25,Vitoria,31,7,10,8,32,33,-1,13
2010,25,Ceara,30,7,9,9,19,27,-8,14
2010,25,Avai,28,7,7,11,36,39,-3,15
2010,25,Flamengo,28,6,10,9,24,28,-4,16
2010,25,Atletico-GO,26,7,5,13,33,36,-3,17
2010,25,Goias,24,6,6,13,28,43,-15,18
2010,25,Atletico-MG,21,6,3,16,30,47,-17,19
2010,25,Gremio Prudente,20,4,8,13,21,36,-15,20
2010,26,Fluminense,51,15,6,5,48,26,22,1
2010,26,Corinthians,49,14,7,5,48,30,18,2
2010,26,Cruzeiro,47,13,8,5,37,26,11,3
2010,26,Internacional,44,13,5,8,34,26,8,4
2010,26,Athletico-PR,41,12,5,9,31,33,-2,5
2010,26,Botafogo-RJ,41,10,11,5,40,30,10,6
2010,26,Santos,39,11,6,9,42,35,7,7
2010,26,Palmeiras,38,9,11,6,30,27,3,8
2010,26,Gremio,36,9,9,8,38,33,5,9
2010,26,Vasco,36,8,12,6,29,27,2,10
2010,26,Sao Paulo,34,9,7,10,34,38,-4,11
2010,26,Guarani,33,8,9,9,30,37,-7,12
2010,26,Vitoria,31,7,10,9,32,34,-2,13
2010,26,Ceara,31,7,10,9,19,27,-8,14
2010,26,Flamengo,29,6,11,9,25,29,-4,15
2010,26,Avai,28,7,7,12,36,40,-4,16
2010,26,Atletico-GO,26,7,5,14,33,39,-6,17
2010,26,Goias,25,6,7,13,29,44,-15,18
2010,26,Gremio Prudente,23,5,8,13,25,38,-13,19
2010,26,Atletico-MG,22,6,4,16,30,47,-17,20
2010,27,Fluminense,52,15,7,5,49,27,22,1
2010,27,Corinthians,49,14,7,6,49,32,17,2
2010,27,Cruzeiro,48,13,9,5,37,26,11,3
2010,27,Internacional,44,13,5,9,34,27,7,4
2010,27,Santos,42,12,6,9,45,35,10,5
2010,27,Athletico-PR,42,12,6,9,31,33,-2,6
2010,27,Botafogo-RJ,42,10,12,5,41,31,10,7
2010,27,Gremio,39,10,9,8,41,33,8,8
2010,27,Palmeiras,39,9,12,6,31,28,3,9
2010,27,Vasco,37,8,13,6,29,27,2,10
2010,27,Sao Paulo,35,9,8,10,34,38,-4,11
2010,27,Guarani,33,8,9,10,30,40,-10,12
2010,27,Ceara,32,7,11,9,21,29,-8,13
2010,27,Vitoria,31,7,10,10,32,37,-5,14
2010,27,Flamengo,30,6,12,9,26,30,-4,15
2010,27,Avai,29,7,8,12,36,40,-4,16
2010,27,Atletico-GO,26,7,5,15,35,42,-7,17
2010,27,Atletico-MG,25,7,4,16,33,49,-16,18
2010,27,Goias,25,6,7,14,31,47,-16,19
2010,27,Gremio Prudente,24,5,9,13,26,39,-13,20
2010,28,Fluminense,52,15,7,6,49,30,19,1
2010,28,Cruzeiro,51,14,9,5,38,26,12,2
2010,28,Corinthians,49,14,7,7,52,36,16,3
2010,28,Internacional,47,14,5,9,35,27,8,4
2010,28,Santos,45,13,6,9,47,35,12,5
2010,28,Athletico-PR,43,12,7,9,31,33,-2,6
2010,28,Botafogo-RJ,43,10,13,5,42,32,10,7
2010,28,Gremio,42,11,9,8,45,33,12,8
2010,28,Palmeiras,42,10,12,6,35,29,6,9
2010,28,Sao Paulo,38,10,8,10,36,38,-2,10
2010,28,Vasco,38,8,14,6,32,30,2,11
2010,28,Ceara,35,8,11,9,22,29,-7,12
2010,28,Guarani,34,8,10,10,31,41,-10,13
2010,28,Flamengo,33,7,12,9,28,30,-2,14
2010,28,Vitoria,31,7,10,11,32,39,-7,15
2010,28,Avai,29,7,8,13,37,44,-7,16
2010,28,Atletico-MG,28,8,4,16,35,50,-15,17
2010,28,Atletico-GO,26,7,5,16,35,44,-9,18
2010,28,Goias,25,6,7,15,31,48,-17,19
2010,28,Gremio Prudente,24,5,9,14,26,43,-17,20
2010,29,Cruzeiro,54,15,9,5,39,26,13,1
2010,29,Fluminense,52,15,7,7,49,31,18,2
2010,29,Corinthians,49,14,7,8,52,38,14,3
2010,29,Santos,48,14,6,9,48,35,13,4
2010,29,Internacional,47,14,5,10,35,28,7,5
2010,29,Botafogo-RJ,44,10,14,5,42,32,10,6
2010,29,Athletico-PR,43,12,7,10,31,35,-4,7
2010,29,Gremio,43,11,10,8,48,36,12,8
2010,29,Palmeiras,43,10,13,6,35,29,6,9
2010,29,Sao Paulo,41,11,8,10,39,40,-1,10
2010,29,Vasco,41,9,14,6,34,30,4,11
2010,29,Ceara,38,9,11,9,24,29,-5,12
2010,29,Guarani,34,8,10,11,31,43,-12,13
2010,29,Flamengo,34,7,13,9,30,32,-2,14
2010,29,Vitoria,31,7,10,12,32,40,-8,15
2010,29,Avai,30,7,9,13,39,46,-7,16
2010,29,Atletico-GO,29,8,5,16,39,47,-8,17
2010,29,Atletico-MG,28,8,4,17,35,51,-16,18
2010,29,Goias,28,7,7,15,32,48,-16,19
2010,29,Gremio Prudente,24,5,9,15,28,46,-18,20
2010,30,Cruzeiro,54,15,9,6,40,28,12,1
2010,30,Fluminense,53,15,8,7,49,31,18,2
2010,30,Corinthians,50,14,8,8,52,38,14,3
2010,30,Santos,48,14,6,10,51,39,12,4
2010,30,Internacional,47,14,5,11,35,31,4,5
2010,30,Athletico-PR,46,13,7,10,33,36,-3,6
2010,30,Gremio,46,12,10,8,50,37,13,7
2010,30,Botafogo-RJ,45,10,15,5,42,32,10,8
2010,30,Sao Paulo,44,12,8,10,43,43,0,9
2010,30,Palmeiras,44,10,14,6,36,30,6,10
2010,30,Vasco,41,9,14,7,34,32,2,11
2010,30,Ceara,39,9,12,9,25,30,-5,12
2010,30,Flamengo,37,8,13,9,33,32,1,13
2010,30,Guarani,35,8,11,11,31,43,-12,14
2010,30,Vitoria,34,8,10,12,34,40,-6,15
2010,30,Atletico-GO,32,9,5,16,41,47,-6,16
2010,30,Atletico-MG,31,9,4,17,37,51,-14,17
2010,30,Avai,30,7,9,14,39,48,-9,18
2010,30,Goias,28,7,7,16,33,50,-17,19
2010,30,Gremio Prudente,24,5,9,16,28,48,-20,20
2010,31,Fluminense,54,15,9,7,51,33,18,1
2010,31,Cruzeiro,54,15,9,7,43,32,11,2
2010,31,Corinthians,53,15,8,8,53,38,15,3
2010,31,Santos,48,14,6,11,53,42,11,4
2010,31,Internacional,48,14,6,11,37,33,4,5
2010,31,Botafogo-RJ,48,11,15,5,43,32,11,6
2010,31,Athletico-PR,47,13,8,10,35,38,-3,7
2010,31,Gremio,47,12,11,8,52,39,13,8
2010,31,Sao Paulo,44,12,8,11,43,45,-2,9
2010,31,Palmeiras,44,10,14,7,36,31,5,10
2010,31,Ceara,42,10,12,9,27,30,-3,11
2010,31,Vasco,42,9,15,7,35,33,2,12
2010,31,Flamengo,38,8,14,9,34,33,1,13
2010,31,Atletico-GO,35,10,5,16,42,47,-5,14
2010,31,Guarani,35,8,11,12,31,44,-13,15
2010,31,Atletico-MG,34,10,4,17,41,54,-13,16
2010,31,Vitoria,34,8,10,13,34,41,-7,17
2010,31,Goias,31,8,7,16,34,50,-16,18
2010,31,Avai,30,7,9,15,39,49,-10,19
2010,31,Gremio Prudente,27,6,9,16,31,50,-19,20
2010,32,Fluminense,57,16,9,7,53,33,20,1
2010,32,Cruzeiro,57,16,9,7,45,32,13,2
2010,32,Corinthians,54,15,9,8,54,39,15,3
2010,32,Botafogo-RJ,51,12,15,5,45,32,13,4
2010,32,Santos,49,14,7,11,54,43,11,5
2010,32,Internacional,49,14,7,11,38,34,4,6
2010,32,Sao Paulo,47,13,8,11,45,46,-1,7
2010,32,Athletico-PR,47,13,8,11,36,40,-4,8
2010,32,Gremio,47,12,11,9,52,41,11,9
2010,32,Palmeiras,47,11,14,7,39,33,6,10
2010,32,Ceara,43,10,13,9,28,31,-3,11
2010,32,Vasco,42,9,15,8,37,37,0,12
2010,32,Flamengo,39,8,15,9,35,34,1,13
2010,32,Vitoria,37,9,10,13,38,43,-5,14
2010,32,Atletico-GO,36,10,6,16,43,48,-5,15
2010,32,Guarani,35,8,11,13,31,45,-14,16
2010,32,Atletico-MG,34,10,4,18,41,56,-15,17
2010,32,Avai,33,8,9,15,40,49,-9,18
2010,32,Goias,31,8,7,17,36,53,-17,19
2010,32,Gremio Prudente,27,6,9,17,31,52,-21,20
2010,33,Fluminense,58,16,10,7,53,33,20,1
2010,33,Corinthians,57,16,9,8,58,39,19,2
2010,33,Cruzeiro,57,16,9,8,45,34,11,3
2010,33,Botafogo-RJ,54,13,15,5,48,34,14,4
2010,33,Santos,50,14,8,11,55,44,11,5
2010,33,Internacional,50,14,8,11,38,34,4,6
2010,33,Sao Paulo,50,14,8,11,47,46,1,7
2010,33,Athletico-PR,50,14,8,11,37,40,-3,8
2010,33,Gremio,50,13,11,9,54,41,13,9
2010,33,Palmeiras,47,11,14,8,39,34,5,10
2010,33,Vasco,45,10,15,8,39,38,1,11
2010,33,Ceara,44,10,14,9,30,33,-3,12
2010,33,Flamengo,40,8,16,9,37,36,1,13
2010,33,Vitoria,38,9,11,13,39,44,-5,14
2010,33,Atletico-GO,36,10,6,17,45,51,-6,15
2010,33,Guarani,36,8,12,13,31,45,-14,16
2010,33,Atletico-MG,35,10,5,18,41,56,-15,17
2010,33,Avai,33,8,9,16,40,53,-13,18
2010,33,Goias,31,8,7,18,36,55,-19,19
2010,33,Gremio Prudente,27,6,9,18,32,54,-22,20
2010,34,Fluminense,61,17,10,7,54,33,21,1
2010,34,Corinthians,60,17,9,8,60,39,21,2
2010,34,Cruzeiro,60,17,9,8,46,34,12,3
2010,34,Botafogo-RJ,55,13,16,5,48,34,14,4
2010,34,Athletico-PR,53,15,8,11,38,40,-2,5
2010,34,Gremio,53,14,11,9,59,42,17,6
2010,34,Santos,51,14,9,11,57,46,11,7
2010,34,Internacional,51,14,9,11,40,36,4,8
2010,34,Sao Paulo,50,14,8,12,47,48,-1,9
2010,34,Palmeiras,50,12,14,8,40,34,6,10
2010,34,Vasco,45,10,15,9,39,39,0,11
2010,34,Ceara,44,10,14,10,31,38,-7,12
2010,34,Flamengo,40,8,16,10,37,37,0,13
2010,34,Vitoria,38,9,11,14,39,45,-6,14
2010,34,Atletico-GO,37,10,7,17,47,53,-6,15
2010,34,Atletico-MG,36,10,6,18,43,58,-15,16
2010,34,Guarani,36,8,12,14,31,46,-15,17
2010,34,Avai,34,8,10,16,40,53,-13,18
2010,34,Goias,31,8,7,19,37,59,-22,19
2010,34,Gremio Prudente,30,7,9,18,36,55,-19,20
2010,35,Corinthians,63,18,9,8,61,39,22,1
2010,35,Fluminense,62,17,11,7,55,34,21,2
2010,35,Cruzeiro,60,17,9,9,46,35,11,3
2010,35,Athletico-PR,56,16,8,11,40,41,-1,4
2010,35,Botafogo-RJ,56,13,17,5,50,36,14,5
2010,35,Gremio,54,14,12,9,59,42,17,6
2010,35,Santos,52,14,10,11,57,46,11,7
2010,35,Internacional,51,14,9,12,42,39,3,8
2010,35,Sao Paulo,51,14,9,12,48,49,-1,9
2010,35,Palmeiras,50,12,14,9,40,37,3,10
2010,35,Vasco,46,10,16,9,40,40,0,11
2010,35,Ceara,45,10,15,10,33,40,-7,12
2010,35,Atletico-GO,40,11,7,17,50,53,-3,13
2010,35,Flamengo,40,8,16,11,38,41,-3,14
2010,35,Atletico-MG,39,11,6,18,47,59,-12,15
2010,35,Vitoria,39,9,12,14,40,46,-6,16
2010,35,Avai,37,9,10,16,43,55,-12,17
2010,35,Guarani,37,8,13,14,32,47,-15,18
2010,35,Goias,32,8,8,19,38,60,-22,19
2010,35,Gremio Prudente,30,7,9,19,37,57,-20,20
2010,36,Fluminense,65,18,11,7,59,35,24,1
2010,36,Corinthians,64,18,10,8,62,40,22,2
2010,36,Cruzeiro,63,18,9,9,49,36,13,3
2010,36,Gremio,57,15,12,9,62,43,19,4
2010,36,Athletico-PR,56,16,8,12,41,44,-3,5
2010,36,Botafogo-RJ,56,13,17,6,51,38,13,6
2010,36,Santos,55,15,10,11,61,47,14,7
2010,36,Internacional,54,15,9,12,44,40,4,8
2010,36,Sao Paulo,51,14,9,13,49,53,-4,9
2010,36,Palmeiras,50,12,14,10,40,39,1,10
2010,36,Vasco,46,10,16,10,41,43,-2,11
2010,36,Ceara,46,10,16,10,34,41,-7,12
2010,36,Flamengo,43,9,16,11,40,42,-2,13
2010,36,Atletico-MG,42,12,6,18,49,59,-10,14
2010,36,Atletico-GO,40,11,7,18,50,56,-6,15
2010,36,Avai,40,10,10,16,46,55,-9,16
2010,36,Vitoria,40,9,13,14,41,47,-6,17
2010,36,Guarani,37,8,13,15,33,49,-16,18
2010,36,Goias,32,8,8,20,39,64,-25,19
2010,36,Gremio Prudente,31,7,10,19,38,58,-20,20
2010,37,Fluminense,68,19,11,7,61,36,25,1
2010,37,Corinthians,67,19,10,8,64,40,24,2
2010,37,Cruzeiro,66,19,9,9,51,37,14,3
2010,37,Gremio,60,16,12,9,65,43,22,4
2010,37,Botafogo-RJ,59,14,17,6,54,39,15,5
2010,37,Athletico-PR,57,16,9,12,42,45,-3,6
2010,37,Santos,55,15,10,12,63,50,13,7
2010,37,Internacional,55,15,10,12,45,41,4,8
2010,37,Sao Paulo,52,14,10,13,50,54,-4,9
2010,37,Palmeiras,50,12,14,11,41,41,0,10
2010,37,Ceara,47,10,17,10,35,42,-7,11
2010,37,Vasco,46,10,16,11,41,45,-4,12
2010,37,Atletico-MG,45,13,6,18,52,60,-8,13
2010,37,Avai,43,11,10,16,49,57,-8,14
2010,37,Flamengo,43,9,16,12,41,44,-3,15
2010,37,Atletico-GO,41,11,8,18,51,57,-6,16
2010,37,Vitoria,41,9,14,14,42,48,-6,17
2010,37,Guarani,37,8,13,16,33,52,-19,18
2010,37,Goias,32,8,8,21,40,67,-27,19
2010,37,Gremio Prudente,31,7,10,20,39,61,-22,20
2010,38,Fluminense,71,20,11,7,62,36,26,1
2010,38,Cruzeiro,69,20,9,9,53,38,15,2
2010,38,Corinthians,68,19,11,8,65,41,24,3
2010,38,Gremio,63,17,12,9,68,43,25,4
2010,38,Athletico-PR,60,17,9,12,43,45,-2,5
2010,38,Botafogo-RJ,59,14,17,7,54,42,12,6
2010,38,Internacional,58,16,10,12,48,41,7,7
2010,38,Santos,56,15,11,12,63,50,13,8
2010,38,Sao Paulo,55,15,10,13,54,54,0,9
2010,38,Palmeiras,50,12,14,12,42,43,-1,10
2010,38,Vasco,49,11,16,11,43,45,-2,11
2010,38,Ceara,47,10,17,11,35,44,-9,12
2010,38,Atletico-MG,45,13,6,19,52,64,-12,13
2010,38,Flamengo,44,9,17,12,41,44,-3,14
2010,38,Avai,43,11,10,17,49,58,-9,15
2010,38,Atletico-GO,42,11,9,18,51,57,-6,16
2010,38,Vitoria,42,9,15,14,42,48,-6,17
2010,38,Guarani,37,8,13,17,33,53,-20,18
2010,38,Goias,33,8,9,21,41,68,-27,19
2010,38,Gremio Prudente,31,7,10,21,39,64,-25,20
2011,1,Flamengo,3,1,0,0,4,0,4,1
2011,1,Atletico-MG,3,1,0,0,3,0,3,2
2011,1,Vasco,3,1,0,0,3,1,2,3
2011,1,Sao Paulo,3,1,0,0,2,0,2,4
2011,1,Corinthians,3,1,0,0,2,1,1,5
2011,1,America-MG,3,1,0,0,2,1,1,6
2011,1,Figueirense,3,1,0,0,1,0,1,7
2011,1,Palmeiras,3,1,0,0,1,0,1,8
2011,1,Atletico-GO,3,1,0,0,1,0,1,9
2011,1,Internacional,1,0,1,0,1,1,0,10
2011,1,Santos,1,0,1,0,1,1,0,11
2011,1,Gremio,0,0,0,1,1,2,-1,12
2011,1,Bahia,0,0,0,1,1,2,-1,13
2011,1,Cruzeiro,0,0,0,1,0,1,-1,14
2011,1,Coritiba,0,0,0,1,0,1,-1,15
2011,1,Botafogo-RJ,0,0,0,1,0,1,-1,16
2011,1,Ceara,0,0,0,1,1,3,-2,17
2011,1,Fluminense,0,0,0,1,0,2,-2,18
2011,1,Athletico-PR,0,0,0,1,0,3,-3,19
2011,1,Avai,0,0,0,1,0,4,-4,20
2011,2,Atletico-MG,6,2,0,0,6,1,5,1
2011,2,Vasco,6,2,0,0,6,1,5,2
2011,2,Sao Paulo,6,2,0,0,3,0,3,3
2011,2,Corinthians,6,2,0,0,4,2,2,4
2011,2,Flamengo,4,1,1,0,7,3,4,5
2011,2,Palmeiras,4,1,1,0,2,1,1,6
2011,2,Gremio,3,1,0,1,2,2,0,7
2011,2,Figueirense,3,1,0,1,1,1,0,8
2011,2,Botafogo-RJ,3,1,0,1,1,1,0,9
2011,2,Atletico-GO,3,1,0,1,1,1,0,10
2011,2,Ceara,3,1,0,1,2,3,-1,11
2011,2,Fluminense,3,1,0,1,1,2,-1,12
2011,2,America-MG,3,1,0,1,2,4,-2,13
2011,2,Bahia,1,0,1,1,4,5,-1,14
2011,2,Internacional,1,0,1,1,1,2,-1,15
2011,2,Cruzeiro,1,0,1,1,1,2,-1,16
2011,2,Santos,1,0,1,1,1,2,-1,17
2011,2,Coritiba,0,0,0,2,1,3,-2,18
2011,2,Athletico-PR,0,0,0,2,0,4,-4,19
2011,2,Avai,0,0,0,2,1,7,-6,20
2011,3,Sao Paulo,9,3,0,0,4,0,4,1
2011,3,Corinthians,7,2,1,0,5,3,2,2
2011,3,Palmeiras,7,2,1,0,3,1,2,3
2011,3,Atletico-MG,6,2,0,1,6,2,4,4
2011,3,Gremio,6,2,0,1,4,2,2,5
2011,3,Figueirense,6,2,0,1,3,1,2,6
2011,3,Vasco,6,2,0,1,7,6,1,7
2011,3,Fluminense,6,2,0,1,3,3,0,8
2011,3,Flamengo,5,1,2,0,8,4,4,9
2011,3,Internacional,4,1,1,1,5,4,1,10
2011,3,Santos,4,1,1,1,4,3,1,11
2011,3,Botafogo-RJ,4,1,1,1,3,3,0,12
2011,3,Ceara,4,1,1,1,4,5,-1,13
2011,3,Coritiba,3,1,0,2,6,4,2,14
2011,3,Atletico-GO,3,1,0,2,1,3,-2,15
2011,3,America-MG,3,1,0,2,4,8,-4,16
2011,3,Cruzeiro,1,0,1,2,2,4,-2,17
2011,3,Bahia,1,0,1,2,4,7,-3,18
2011,3,Athletico-PR,0,0,0,3,0,5,-5,19
2011,3,Avai,0,0,0,3,2,10,-8,20
2011,4,Sao Paulo,12,4,0,0,7,1,6,1
2011,4,Corinthians,10,3,1,0,7,3,4,2
2011,4,Palmeiras,8,2,2,0,5,3,2,3
2011,4,Atletico-MG,7,2,1,1,7,3,4,4
2011,4,Botafogo-RJ,7,2,1,1,6,4,2,5
2011,4,Figueirense,7,2,1,1,4,2,2,6
2011,4,Vasco,7,2,1,1,8,7,1,7
2011,4,Atletico-GO,6,2,0,2,5,4,1,8
2011,4,Gremio,6,2,0,2,5,5,0,9
2011,4,Fluminense,6,2,0,2,3,5,-2,10
2011,4,Flamengo,6,1,3,0,9,5,4,11
2011,4,Internacional,5,1,2,1,7,6,1,12
2011,4,Santos,5,1,2,1,5,4,1,13
2011,4,America-MG,4,1,1,2,6,10,-4,14
2011,4,Ceara,4,1,1,2,5,9,-4,15
2011,4,Coritiba,3,1,0,3,7,7,0,16
2011,4,Cruzeiro,2,0,2,2,3,5,-2,17
2011,4,Bahia,2,0,2,2,5,8,-3,18
2011,4,Athletico-PR,1,0,1,3,1,6,-5,19
2011,4,Avai,1,0,1,3,4,12,-8,20
2011,5,Sao Paulo,15,5,0,0,9,1,8,1
2011,5,Corinthians,13,4,1,0,12,3,9,2
2011,5,Palmeiras,11,3,2,0,10,3,7,3
2011,5,Figueirense,10,3,1,1,6,2,4,4
2011,5,Atletico-MG,8,2,2,1,9,5,4,5
2011,5,Botafogo-RJ,8,2,2,1,6,4,2,6
2011,5,Vasco,8,2,2,1,9,8,1,7
2011,5,Atletico-GO,7,2,1,2,7,6,1,8
2011,5,Gremio,7,2,1,2,6,6,0,9
2011,5,Flamengo,7,1,4,0,9,5,4,10
2011,5,Fluminense,6,2,0,3,3,6,-3,11
2011,5,Internacional,6,1,3,1,8,7,1,12
2011,5,Santos,5,1,2,2,6,6,0,13
2011,5,Bahia,5,1,2,2,6,8,-2,14
2011,5,America-MG,5,1,2,2,7,11,-4,15
2011,5,Coritiba,4,1,1,3,8,8,0,16
2011,5,Ceara,4,1,1,3,5,11,-6,17
2011,5,Cruzeiro,3,0,3,2,4,6,-2,18
2011,5,Athletico-PR,1,0,1,4,1,8,-7,19
2011,5,Avai,1,0,1,4,4,17,-13,20
2011,6,Corinthians,16,5,1,0,13,3,10,1
2011,6,Sao Paulo,15,5,0,1,9,6,3,2
2011,6,Palmeiras,11,3,2,1,10,5,5,3
2011,6,Botafogo-RJ,11,3,2,1,8,5,3,4
2011,6,Vasco,11,3,2,1,10,8,2,5
2011,6,Figueirense,10,3,1,2,7,6,1,6
2011,6,Flamengo,10,2,4,0,13,6,7,7
2011,6,Fluminense,9,3,0,3,4,6,-2,8
2011,6,Internacional,9,2,3,1,12,8,4,9
2011,6,Atletico-MG,8,2,2,2,10,9,1,10
2011,6,Santos,8,2,2,2,7,6,1,11
2011,6,Bahia,8,2,2,2,8,8,0,12
2011,6,Atletico-GO,7,2,1,3,7,7,0,13
2011,6,Gremio,7,2,1,3,7,8,-1,14
2011,6,Ceara,7,2,1,3,7,11,-4,15
2011,6,Cruzeiro,6,1,3,2,6,7,-1,16
2011,6,America-MG,5,1,2,3,9,14,-5,17
2011,6,Coritiba,4,1,1,4,9,10,-1,18
2011,6,Athletico-PR,1,0,1,5,1,10,-9,19
2011,6,Avai,1,0,1,5,4,18,-14,20
2011,7,Corinthians,19,6,1,0,15,4,11,1
2011,7,Sao Paulo,15,5,0,2,9,8,1,2
2011,7,Palmeiras,14,4,2,1,12,5,7,3
